187,GetDetailedItemLevelInfo
187,GetUnitSpeed
183,CreateMacro
183,UnitGetIncomingHeals
182,GetSavedInstanceInfo
180,GetNumSavedInstances
180,GetTotemInfo
179,SetPortraitToTexture
176,C_FriendList.GetFriendInfoByIndex
176,GetAddOnEnableState
174,GetMinimapZoneText
173,C_FriendList.GetNumFriends
173,GetComboPoints
172,C_PetBattles.IsInBattle
172,GetShapeshiftForm
172,SaveBindings
171,GetAutoCompleteRealms
171,UnitIsDND
168,C_Covenants.GetActiveCovenantID
165,issecure
164,GetMerchantItemInfo
163,UnitCanAssist
162,GetCurrentBindingSet
161,PlayerHasToy
160,GetBattlefieldStatus
158,GetBindingText
158,UnitIsFeignDeath
157,GetItemClassInfo
154,Screenshot
153,EditMacro
153,GetFriendshipReputation
153,LootSlot
151,GetNumQuestChoices
151,UnitInBattleground
150,GetInboxNumItems
149,C_MountJournal.GetMountIDs
149,C_PetJournal.GetPetInfoBySpeciesID
149,GetGuildBankItemLink
149,GetItemSpell
148,EnumerateFrames
148,GetItemSubClassInfo
148,UnitIsPVPFreeForAll
147,GetAchievementLink
147,GetAchievementNumCriteria
147,GetQuestReward
147,UnitCreatureFamily
145,C_EquipmentSet.GetEquipmentSetInfo
145,GetInboxHeaderInfo
145,GetMerchantNumItems
144,GetChatWindowInfo
144,GetShapeshiftFormInfo
144,StopSound
143,CanGuildBankRepair
143,HasAction
142,GetQuestItemLink
141,GetNumShapeshiftForms
140,C_Reputation.GetFactionParagonInfo
140,GetNumQuestLeaderBoards
139,IsMacClient
136,GetNumMacros
136,InCinematic
135,EJ_GetEncounterInfo
135,GetQuestLogLeaderBoard
134,GetGuildBankItemInfo
133,GetItemStats
132,IsEquippableItem
131,GetSpecializationRole
130,AcceptQuest
130,BNSendWhisper
130,C_QuestLog.GetNumQuestLogEntries
130,UnitStagger
129,GetQuestLogRewardInfo
129,IsFlying
129,UnitPVPName
128,C_PetJournal.GetPetInfoByPetID
128,ContainerIDToInventoryID
128,GetDifficultyInfo
128,GetNumClasses
128,UnitSelectionColor
127,C_QuestLog.GetInfo
127,CompleteQuest
127,GetFlyoutInfo
127,GetNormalizedRealmName
127,GuildControlGetNumRanks
127,IsActionInRange
127,IsActiveBattlefieldArena
126,GetMacroSpell
126,UnitStat
125,C_BattleNet.GetFriendAccountInfo
125,GetSpellPowerCost
125,UnitGetTotalHealAbsorbs
125,UnitHasIncomingResurrection
124,BuyMerchantItem
124,C_DateAndTime.GetCurrentCalendarTime
124,C_GuildInfo.GuildRoster
124,ClearInspectPlayer
123,GetMacroIndexByName
123,IsUsableAction
123,PickupMacro
121,GetExpansionLevel
121,GetInboxItem
121,GetTalentInfoByID
121,GuildControlGetRankName
120,BankButtonIDToInvSlotID
120,C_Reputation.IsFactionParagon
120,GetThreatStatusColor
120,IsUsableItem
119,C_LFGList.GetSearchResultInfo
118,DeleteCursorItem
118,GetCombatRatingBonus
118,GetReadyCheckStatus
118,RandomRoll
117,DoReadyCheck
117,IsMouseButtonDown
116,C_AzeriteItem.FindActiveAzeriteItem
116,GetGuildBankMoney
116,GetPvpTalentInfoByID
115,GetNumBattlefieldScores
115,GetSpellCritChance
114,EJ_GetInstanceInfo
114,GetPhysicalScreenSize
114,SetCursor
113,GetBindingAction
112,C_TradeSkillUI.GetRecipeReagentItemLink
112,GetPartyAssignment
111,C_CreatureInfo.GetClassInfo
111,GetShapeshiftFormID
110,C_ChallengeMode.GetActiveKeystoneInfo
110,GetQuestObjectiveInfo
109,C_PetJournal.GetPetInfoByIndex
109,GetGuildBankWithdrawMoney
109,RequestRaidInfo
109,UnitHonorLevel
108,C_TradeSkillUI.GetRecipeInfo
108,GetActionTexture
108,GetBattlefieldScore
108,GetQuestID
108,PickupItem
107,UnitAttackPower
106,GetActionCooldown
106,UnitAttackSpeed
105,C_AzeriteItem.GetPowerLevel
105,UnitIsCharmed
104,GetCritChance
104,GetLootRollItemInfo
104,GetNumActiveQuests
103,GetInboxItemLink
103,GetQuestItemInfo
103,IsSwimming
102,C_ChallengeMode.GetAffixInfo
102,Dismount
102,GetPetActionInfo
102,UnitClassBase
101,C_MountJournal.GetMountInfoExtraByID
101,PickupSpell
101,SetBindingClick
100,C_ChallengeMode.GetMapUIInfo
100,GetMaxPlayerLevel
100,GetNumAvailableQuests
100,GetText
100,IsQuestCompletable
100,SecureCmdOptionParse
99,ExpandFactionHeader
99,GetContainerItemCooldown
99,RequestTimePlayed
98,C_TradeSkillUI.GetTradeSkillLine
98,GetItemFamily
98,GetSpellDescription
97,C_PetJournal.GetNumPets
97,GetSpecializationRoleByID
97,GetTrackingInfo
97,UnitPlayerOrPetInRaid
96,C_EquipmentSet.GetEquipmentSetIDs
96,GetMaxBattlefieldID
96,GetNumTrackingTypes
95,C_AzeriteItem.GetAzeriteItemXPInfo
95,FillLocalizedClassList
95,GetCurrentGuildBankTab
95,UnitIsInMyGuild
94,CastSpellByName
94,EJ_GetEncounterInfoByIndex
94,GetArenaOpponentSpec
94,GetInventoryItemCooldown
94,GetSendMailItem
93,C_FriendList.GetNumOnlineFriends
93,C_TradeSkillUI.GetRecipeItemLink
93,GetSpellBookItemTexture
93,HasPetUI
93,SelectAvailableQuest
92,CancelUnitBuff
92,GetNumBankSlots
92,GetNumGuildBankTabs
92,GetQuestLink
92,GetTitleText
92,IsPassiveSpell
92,SelectActiveQuest
91,C_MountJournal.SummonByID
91,C_PartyInfo.InviteUnit
91,GetFlyoutSlotInfo
91,GetSpellCount
91,GetSpellSubtext
91,PutItemInBag
90,C_Covenants.GetCovenantData
90,C_QuestLog.GetTitleForQuestID
90,FlashClientIcon
90,GetSpellBonusHealing
90,IsXPUserDisabled
90,VehicleExit
88,C_NamePlate.GetNamePlates
88,C_QuestLog.GetLogIndexForQuestID
88,C_ToyBox.GetToyInfo
88,GetLootSlotType
88,SetWatchedFactionIndex
88,UnitRangedDamage
87,GetGuildRosterMOTD
86,AcceptGroup
86,GetInventoryItemCount
86,IsIndoors
86,LoggingCombat
86,UnitIsQuestBoss
85,GetQuestLogRewardMoney
85,HasNewMail
85,UnitArmor
84,EJ_SelectInstance
84,GetGuildBankTabInfo
84,GetMasterLootCandidate
84,IsStealthed
84,UnitPlayerOrPetInParty
83,C_PvP.IsWarModeDesired
83,GetBagName
83,GetCombatRating
83,IsFlyableArea
83,LootSlotHasItem
83,PickupInventoryItem
83,UnitHonor
82,C_TaskQuest.GetQuestInfoByQuestID
82,GiveMasterLoot
82,IsCurrentSpell
82,UnitHonorMax
81,BNGetInfo
81,C_LFGList.GetApplicantMemberInfo
81,GetActionCount
81,GetActiveTitle
81,GetFramesRegisteredForEvent
81,GetInventoryItemQuality
81,GetLFGDungeonInfo
81,UnitRealmRelationship
80,GetContainerItemQuestInfo
80,GetDodgeChance
80,GetItemGem
80,IsReagentBankUnlocked
80,PickupAction
80,SendMail
80,SetSpecialization
80,SpellIsTargeting
80,StopMusic
79,C_AzeriteEmpoweredItem.IsAzeriteEmpoweredItemByID
79,C_SpecializationInfo.GetPvpTalentSlotInfo
79,CanExitVehicle
79,CollapseFactionHeader
79,IsFalling
78,GetNumArenaOpponentSpecs
78,GetQuestResetTime
78,UnitSpellHaste
78,UpdateAddOnCPUUsage
77,GetMasteryEffect
77,GetNumQuestLogRewards
77,GetSpellBonusDamage
77,IsEquippedAction
77,SplitContainerItem
76,EquipItemByName
76,GetParryChance
76,HasArtifactEquipped
75,ConsoleExec
75,GetBlockChance
75,UnitPhaseReason
74,C_EquipmentSet.GetNumEquipmentSets
74,C_PetJournal.GetSummonedPetGUID
73,C_ArtifactUI.GetEquippedArtifactInfo
73,C_FriendList.GetFriendInfo
73,C_FriendList.ShowFriends
73,GetActionText
73,UnitHasVehiclePlayerFrameUI
72,C_Map.GetWorldPosFromMapPos
72,EJ_GetCreatureInfo
72,GetLootRollItemLink
72,GetQuestLogItemLink
72,PutItemInBackpack
72,UnitEffectiveLevel
71,C_CurrencyInfo.GetCurrencyListInfo
70,C_Texture.GetAtlasInfo
70,GetAddOnDependencies
70,GetLootSpecialization
70,GetMacroIcons
70,GetRangedCritChance
70,IsSpellOverlayed
69,C_CurrencyInfo.GetCurrencyListSize
69,C_FriendList.GetWhoInfo
69,C_PetJournal.GetPetStats
69,C_QuestLog.IsOnQuest
69,GetLootThreshold
69,GetPVPTimer
69,SocketInventoryItem
68,C_CreatureInfo.GetRaceInfo
68,GetTradePlayerItemInfo
68,GetTradePlayerItemLink
68,LeaveChannelByName
68,LoadBindings
68,ShowQuestComplete
68,UnitIsWildBattlePet
67,C_CVar.SetCVar
67,CloseLoot
67,GetBindLocation
67,GetMerchantItemCostItem
67,IsConsumableAction
67,RequestBattlefieldScoreData
67,RunScript
66,C_PetJournal.GetNumCollectedInfo
66,C_TaskQuest.GetQuestsForPlayerByMapID
66,C_TransmogCollection.GetAppearanceSourceInfo
66,GetAddOnCPUUsage
66,GetQuestLogChoiceInfo
66,RepopMe
66,UnitRangedAttackPower
65,C_BattleNet.GetAccountInfoByID
65,C_BattleNet.GetFriendGameAccountInfo
65,C_IncomingSummon.IncomingSummonStatus
65,C_TaskQuest.GetQuestTimeLeftMinutes
65,EJ_GetInstanceByIndex
65,GetAchievementCriteriaInfoByID
65,GetManaRegen
65,GetMerchantItemMaxStack
65,IsEncounterInProgress
65,TakeTaxiNode
65,UseAction
64,C_ChatInfo.IsAddonMessagePrefixRegistered
64,C_FriendList.GetNumWhoResults
64,C_GossipInfo.SelectOption
64,GetHaste
64,GetTradeTargetItemInfo
63,C_BattleNet.GetFriendNumGameAccounts
63,C_QuestLog.IsComplete
63,C_UI.Reload
63,DeleteMacro
63,EJ_SetDifficulty
63,GetWorldPVPAreaInfo
63,GuildRosterSetOfficerNote
63,IsPartyLFG
63,UninviteUnit
62,C_Map.SetUserWaypoint
62,C_TradeSkillUI.IsTradeSkillLinked
62,CloseBankFrame
62,FindSpellBookSlotBySpellID
62,GetActionCharges
62,GetCurrentKeyBoardFocus
62,GetQuestLogQuestText
62,GetQuestLogSpecialItemInfo
62,TaxiRequestEarlyLanding
62,UnitIsBattlePetCompanion
62,UnitPowerBarID
61,C_CVar.GetCVar
61,C_SpecializationInfo.CanPlayerUseTalentSpecUI
61,C_TradeSkillUI.GetRecipeReagentInfo
61,EJ_SelectTier
61,GetQuestLogRewardCurrencyInfo
61,IsAddOnLoadOnDemand
61,RollOnLoot
61,SpellHasRange
60,C_MountJournal.GetNumMounts
60,C_PetJournal.SummonPetByGUID
60,C_TradeSkillUI.GetRecipeNumReagents
60,GetQuestLogRewardXP
60,IsFishingLoot
60,IsTrialAccount
60,UnitPowerDisplayMod
59,C_SpecializationInfo.GetAllSelectedPvpTalentIDs
59,FollowUnit
59,GetBankSlotCost
59,GetBuybackItemInfo
59,GetNumQuestLogRewardCurrencies
59,IsCurrentAction
59,PlayMusic
59,QuestGetAutoAccept
59,TakeInboxMoney
58,C_FriendList.SendWho
58,C_MountJournal.GetDisplayedMountInfo
58,CloseQuest
58,GetMacroBody
58,GetStatistic
58,GetTradeTargetItemLink
58,InitiateRolePoll
58,NumTaxiNodes
58,QuestLogPushQuest
57,C_MythicPlus.GetOwnedKeystoneLevel
57,EJ_GetNumLoot
57,GetMouseButtonClicked
57,GetRestState
57,GetScreenResolutions
57,GetUnitPowerBarInfoByID
57,HasPetSpells
57,TaxiNodeName
56,C_Calendar.GetDayEvent
56,C_Garrison.GetFollowerInfo
56,C_TradeSkillUI.GetAllRecipeIDs
56,CastSpellByID
56,GetMacroItemIcons
56,GetMirrorTimerInfo
55,C_EquipmentSet.GetEquipmentSetID
55,C_MythicPlus.GetOwnedKeystoneChallengeMapID
55,C_MythicPlus.RequestMapInfo
55,CancelDuel
55,GetBuybackItemLink
55,GetCoinText
55,GetDefaultLanguage
55,GetVersatilityBonus
55,MuteSoundFile
55,PickupMerchantItem
55,SetOverrideBinding
54,C_Calendar.GetNumDayEvents
54,C_Map.GetAreaInfo
54,GetCategoryInfo
54,GetCurrentResolution
54,GetRaidDifficultyID
54,IsAutoRepeatAction
54,IsStackableAction
54,ShowBossFrameWhenUninteractable
53,C_FriendList.IsFriend
53,C_QuestLog.GetQuestTagInfo
53,C_TransmogCollection.GetItemInfo
53,IsAttackAction
53,IsCurrentItem
53,SetLootSpecialization
53,UnitBattlePetLevel
53,seterrorhandler
52,BNInviteFriend
52,DepositReagentBank
52,IsOutdoors
52,SortBags
51,C_CovenantSanctumUI.GetRenownLevel
51,C_FriendList.AddFriend
51,C_MythicPlus.GetCurrentAffixes
51,CombatLog_Object_IsA
51,GetGuildRosterShowOffline
51,GetMaxLevelForPlayerExpansion
51,GetPlayerTradeMoney
51,IsAutoRepeatSpell
51,UnitIsMercenary
50,C_ChallengeMode.IsChallengeModeActive
50,C_Map.GetMapArtID
50,C_TaxiMap.GetTaxiNodesForMap
50,EJ_GetInstanceForMap
50,FlyoutHasSpell
50,GetNumAutoQuestPopUps
50,GetSendMailItemLink
50,GetUnitChargedPowerPoints
50,PickupCompanion
50,SetGuildRosterShowOffline
50,TargetUnit
49,C_QuestLog.SetSelectedQuest
49,C_TradeSkillUI.GetCategoryInfo
49,GetLFGRandomDungeonInfo
49,GetNumRandomDungeons
49,GetSpellBaseCooldown
49,GetVoidItemInfo
49,IsGuildLeader
49,SetLootMethod
49,SortBankBags
48,BNGetFriendIndex
48,C_Item.GetItemNameByID
48,C_Map.GetMapChildrenInfo
48,C_MapExplorationInfo.GetExploredMapTextures
48,C_QuestLog.GetQuestObjectives
48,GetActionLossOfControlCooldown
48,GetLootSourceInfo
48,GetPetActionCooldown
48,PlaceAction
48,SetTracking
48,UnitDamage
48,UnitSelectionType
47,C_EncounterJournal.GetSectionInfo
47,C_GossipInfo.GetOptions
47,C_MythicPlus.RequestRewards
47,C_NewItems.IsNewItem
47,C_TransmogCollection.GetSourceInfo
47,GetAccountExpansionLevel
47,GetGuildInfoText
47,GetNumCompanions
47,GetPVPLifetimeStats
47,UnitCanCooperate
46,BNConnected
46,C_ChallengeMode.GetMapTable
46,C_Scenario.GetStepInfo
46,C_Soulbinds.GetActiveSoulbindID
46,C_TradeSkillUI.CraftRecipe
46,C_TradeSkillUI.IsTradeSkillGuild
46,ConfirmAcceptQuest
46,GetCompanionInfo
46,IsAttackSpell
46,JoinTemporaryChannel
46,MouselookStop
46,UnitIsRaidOfficer
46,UseItemByName
45,C_GossipInfo.SelectAvailableQuest
45,C_PvP.GetHonorRewardInfo
45,C_QuestLog.GetSelectedQuest
45,C_SuperTrack.SetSuperTrackedUserWaypoint
45,GetAutoQuestPopUp
45,GetMerchantItemCostInfo
45,GetRewardText
45,IsItemAction
45,TakeInboxItem
44,C_ChatBubbles.GetAllChatBubbles
44,C_Scenario.GetCriteriaInfo
44,C_Soulbinds.GetSoulbindData
44,C_TransmogCollection.GetAppearanceSources
44,GetBattlefieldWinner
44,GetPetExperience
44,GetSavedInstanceEncounterInfo
44,GetUnitPowerBarInfo
44,GuildInvite
44,InitiateTrade
44,PromoteToAssistant
43,C_CurrencyInfo.GetCurrencyListLink
43,C_Scenario.GetInfo
43,ConfirmLootRoll
43,EnumerateServerChannels
43,GetAvailableQuestInfo
43,GetCategoryNumAchievements
43,GetFileIDFromPath
43,GetMaxLevelForExpansionLevel
43,GetNumSavedWorldBosses
43,GetSavedWorldBossInfo
43,HaveQuestData
43,InRepairMode
43,IsPlayerMoving
42,C_EquipmentSet.GetItemIDs
42,C_Garrison.GetLandingPageGarrisonType
42,C_Minimap.GetViewRadius
42,C_TradeSkillUI.GetRecipeNumItemsProduced
42,ConfirmLootSlot
42,EJ_GetNumTiers
42,GetPowerRegen
42,GetTargetTradeMoney
42,GetTrackedAchievements
42,HasVehicleActionBar
42,IsConsumableItem
42,IsEveryoneAssistant
42,PetHasActionBar
42,UnitDistanceSquared
41,AcceptResurrect
41,C_ArtifactUI.GetCostForPointAtRank
41,C_CurrencyInfo.GetCurrencyLink
41,C_Item.IsBound
41,C_LFGList.GetApplicationInfo
41,C_PartyInfo.LeaveParty
41,GetAvailableTitle
41,GetLatestThreeSenders
41,IsGuildMember
41,JoinChannelByName
41,LoggingChat
40,BNSendGameData
40,C_EquipmentSet.GetItemLocations
40,C_EquipmentSet.UseEquipmentSet
40,C_GossipInfo.SelectActiveQuest
40,C_LFGList.GetActiveEntryInfo
40,C_TradeSkillUI.IsTradeSkillReady
40,EJ_SelectEncounter
40,GetArchaeologyRaceInfo
40,GetInboxInvoiceInfo
40,GetLFGDungeonEncounterInfo
40,GetLFGDungeonRewards
40,GetLFGRoleShortageRewards
40,GetQuestProgressBarPercent
40,GetTotalAchievementPoints
40,HasExtraActionBar
40,IsConsumableSpell
40,IsInventoryItemLocked
40,IsSubmerged
40,PlayerVehicleHasComboPoints
40,RunBinding
40,SetAchievementComparisonUnit
40,UnmuteSoundFile
39,C_Calendar.SetAbsMonth
39,C_Garrison.GetFollowers
39,C_GossipInfo.GetAvailableQuests
39,C_Item.DoesItemExist
39,C_LFGList.GetApplicantInfo
39,C_MythicPlus.RequestCurrentAffixes
39,GetBagSlotFlag
39,GetContainerItemDurability
39,GetMirrorTimerProgress
39,GetNumBuybackItems
39,GetNumQuestLogChoices
39,GetUnitPowerBarStringsByID
39,HasOverrideActionBar
39,PickupPetAction
39,ResetCPUUsage
39,SetSortBagsRightToLeft
39,UnitIsSameServer
38,C_GossipInfo.GetActiveQuests
38,C_GossipInfo.GetNumActiveQuests
38,C_Map.GetMapArtLayers
38,C_TradeSkillUI.CloseTradeSkill
38,C_VignetteInfo.GetVignetteInfo
38,CanEditPublicNote
38,GetChannelDisplayInfo
38,GetInboxText
38,GetNumDisplayChannels
38,GetTaskInfo
38,GuildRosterSetPublicNote
38,IsLeftControlKeyDown
38,PickupGuildBankItem
38,SortReagentBankBags
38,UnitIsTrivial
37,C_CurrencyInfo.GetBasicCurrencyInfo
37,C_Garrison.GetLandingPageShipmentInfoByContainerID
37,C_PetBattles.GetBreedQuality
37,C_PetJournal.FindPetIDByName
37,C_QuestLog.GetQuestIDForLogIndex
37,C_Spell.RequestLoadSpellData
37,C_TradeSkillUI.IsNPCCrafting
37,GetLooseMacroIcons
37,GetObjectiveText
37,GetRFDungeonInfo
37,GetStablePetInfo
37,PickupSpellBookItem
37,PromoteToLeader
36,C_ChallengeMode.GetActiveChallengeMapID
36,C_GossipInfo.GetNumAvailableQuests
36,C_GossipInfo.GetNumOptions
36,C_PetJournal.GetNumPetSources
36,ClearAchievementComparisonUnit
36,ClickTradeButton
36,GetComparisonStatistic
36,GetLooseMacroItemIcons
36,GetProgressText
36,GetTalentTierInfo
36,QueryGuildBankTab
36,UnitBattlePetType
36,UnitIsPVPSanctuary
35,BNFeaturesEnabledAndConnected
35,C_Garrison.GetAvailableMissions
35,C_Item.RequestLoadItemDataByID
35,C_Map.CanSetUserWaypointOnMap
35,C_Map.ClearUserWaypoint
35,C_MountJournal.GetNumDisplayedMounts
35,C_Scenario.IsInScenario
35,ExpandQuestHeader
35,GetFlyoutID
35,GetNumArchaeologyRaces
35,GetNumFlyouts
35,GetNumQuestItems
35,GetNumQuestLogRewardSpells
35,GetQuestText
35,GetTitleName
35,HasFullControl
35,IsFactionInactive
35,LearnTalent
35,ResetInstances
35,SetInsertItemsLeftToRight
35,SwapRaidSubgroup
34,AssistUnit
34,C_AzeriteItem.HasActiveAzeriteItem
34,C_ChatInfo.SendAddonMessageLogged
34,C_MythicPlus.GetRunHistory
34,C_NamePlate.SetNamePlateFriendlySize
34,C_PetJournal.GetOwnedBattlePetString
34,DeclineGroup
34,GetBattlefieldPortExpiration
34,GetCategoryList
34,GetGuildRosterLastOnline
34,GetLFGDungeonNumEncounters
34,GetNumRFDungeons
34,GetQuestLogCompletionText
34,IsArtifactRelicItem
34,IsPVPTimerRunning
34,SendSystemMessage
34,SpellTargetUnit
34,TargetLastFriend
34,TargetLastTarget
33,C_ClassColor.GetClassColor
33,C_Garrison.GetTalentInfo
33,C_LFGList.GetSearchResultMemberInfo
33,C_LFGList.Search
33,C_Soulbinds.GetConduitSpellID
33,C_TaskQuest.IsActive
33,C_TradeSkillUI.GetCategories
33,ChangeChatColor
33,CheckInbox
33,CursorHasSpell
33,GetNumQuestRewards
33,GetRestrictedAccountData
33,GetShapeshiftFormCooldown
33,IsLeftShiftKeyDown
33,SetRaidSubgroup
33,TaxiNodeGetType
33,UnitIsCorpse
32,ActionHasRange
32,C_ArtifactUI.GetPowerInfo
32,C_Calendar.OpenCalendar
32,C_LFGList.GetSearchResults
32,C_PetBattles.GetName
32,C_PetJournal.GetPetLoadOutInfo
32,C_PetJournal.SetAllPetTypesChecked
32,C_ToyBox.GetToyFromIndex
32,EJ_GetTierInfo
32,GetWorldElapsedTime
32,IsInActiveWorldPVP
32,QuestIsDaily
32,ReagentBankButtonIDToInvSlotID
31,AcknowledgeAutoAcceptQuest
31,C_AuctionHouse.GetNumOwnedAuctions
31,C_Calendar.GetMonthInfo
31,C_FriendList.AddIgnore
31,C_Garrison.GetInProgressMissions
31,C_Map.GetUserWaypointHyperlink
31,C_PartyInfo.ConvertToRaid
31,C_PetBattles.GetActivePet
31,C_PetJournal.ClearSearchFilter
31,C_PetJournal.PickupPet
31,C_SpecializationInfo.GetInspectSelectedPvpTalent
31,C_Spell.DoesSpellExist
31,C_ToyBox.IsToyUsable
31,GetAchievementCategory
31,GetHitModifier
31,GetNumRoutes
31,GetNumTrainerServices
31,GetPlayerAuraBySpellID
31,GetReagentBankCost
31,IsMouselooking
31,PickupBagFromSlot
31,SplitGuildBankItem
31,debugprofilestart
30,C_ArtifactUI.GetRelicInfoByItemID
30,C_AuctionHouse.GetOwnedAuctionInfo
30,C_AzeriteEmpoweredItem.GetPowerInfo
30,C_FriendList.SetWhoToUi
30,C_Garrison.GetBuildings
30,C_Garrison.IsPlayerInGarrison
30,C_PetJournal.SetAllPetSourcesChecked
30,C_QuestLog.GetAllCompletedQuestIDs
30,C_VignetteInfo.GetVignettes
30,ClickSendMailItemButton
30,GameMovieFinished
30,GetAutoCompleteResults
30,GetBattlefieldArenaFaction
30,GetBinding
30,GetDungeonDifficultyID
30,GetMeleeHaste
30,GetQuestCurrencyInfo
30,IsLeftAltKeyDown
30,RequestLFDPlayerLockInfo
30,ReturnInboxItem
29,C_AzeriteEmpoweredItem.IsAzeriteEmpoweredItem
29,C_BattleNet.GetGameAccountInfoByID
29,C_Calendar.GetNumPendingInvites
29,C_DateAndTime.GetSecondsUntilWeeklyReset
29,C_Garrison.IsFollowerCollected
29,C_LFGList.ReportSearchResult
29,C_PetBattles.GetLevel
29,C_PetJournal.SetFilterChecked
29,C_QuestLog.GetNumQuestWatches
29,C_WeeklyRewards.GetActivities
29,EJ_GetCurrentTier
29,GetCurrentCombatTextEventInfo
29,GetLFGRoles
29,GetMaxTalentTier
