Count,Name
33,UIWidgetBelowMinimapContainerFrame
32,GuildInviteFrame
32,GuildRegistrarFrame
32,LFDRoleCheckPopup
32,LFGInvitePopup
32,TabardFrame
31,BackpackTokenFrame
30,FriendsFriendsFrame
30,LootHistoryFrame
30,MirrorTimer1
30,RolePollPopup
29,AddFriendFrame
29,DropDownList2
29,FramerateLabel
29,PartyMemberBackground
28,GarrisonShipyardFollowerTooltip
27,ChatFrame5
27,ClassNameplateManaBarFrame
27,EquipmentFlyoutFrame
27,IconIntroTracker
27,LFGDungeonReadyPopup
27,TutorialFrame
26,FloatingGarrisonFollowerAbilityTooltip
25,AudioOptionsFrame
25,HelpPlateTooltip
25,SpellActivationOverlayFrame
24,ActionBarButtonEventsFrame
24,Boss1TargetFrame
24,GroupLootFrame1
24,NamePlateTooltip
24,QuestModelScene
23,CreateChannelPopup
23,FloatingGarrisonMissionTooltip
23,FloatingGarrisonShipyardFollowerTooltip
23,HelpPlate
22,ChatFrame6
22,GroupLootDropDown
22,OpacityFrame
22,VerticalMultiBarsContainer
22,WardrobeOutfitFrame
21,ActionBarController
21,PetBattleQueueReadyFrame
21,ReportCheatingDialog
21,SplashFrame
20,ClassNameplateBarRogueDruidFrame
20,GarrisonFollowerAbilityWithoutCountersTooltip
20,GarrisonFollowerMissionAbilityWithoutCountersTooltip
20,PVPMatchScoreboard
19,BattleTagInviteFrame
19,PVPMatchResults
19,WardrobeOutfitEditFrame
18,FramerateText
18,MirrorTimer3
18,RecruitAFriendRewardsFrame
18,VoiceChatPromptActivateChannel
17,AutoFollowStatus
17,ClassNameplateBarPaladinFrame
17,StaticPopup2
16,BonusRollLootWonFrame
16,BrowserSettingsTooltip
16,DeathKnightResourceOverlayFrame
16,LFDReadyCheckPopup
16,RecruitAFriendRecruitmentFrame
16,TutorialFrameAlertButton
15,BonusRollMoneyWonFrame
15,Boss2TargetFrame
15,Boss3TargetFrame
15,ChatFrame7
15,ClassNameplateBarMageFrame
15,MirrorTimer2
15,PlayerBuffTimerManager
15,QuickKeybindTooltip
15,StaticPopup3
14,Boss4TargetFrame
14,MawBuffsBelowMinimapFrame
14,PlayerReportFrame
13,ChatFrame8
13,ClassNameplateBarWarlockFrame
13,PartyMemberBuffTooltip
13,QuestSessionManager
13,StatsFrame
13,StreamingIcon
13,UIWidgetManager
12,ChatFrame10
12,ChatFrame9
12,ClassNameplateBarWindwalkerMonkFrame
12,RaidBrowserFrame
11,ChatAlertFrame
11,ObjectiveTrackerBonusRewardsFrame
11,QuickJoinRoleSelectionFrame
11,StaticPopup4
10,ActionStatus
10,SuperTrackedFrame
9,BasicMessageDialog
9,DeveloperConsole
9,GroupLootFrame2
9,GroupLootFrame3
9,GroupLootFrame4
9,MacroEditBox
9,ObjectiveTrackerScenarioRewardsFrame
9,TransmogAndMountDressupFrame
8,ActionBarActionEventsFrame
8,Boss5TargetFrame
8,ClassNameplateBrewmasterBarFrame
8,EventToastManagerFrame
8,IMECandidatesFrame
8,ObjectiveTrackerBonusBannerFrame
8,QuestInfoObjectivesFrame
8,TimeAlertFrame
8,UIWidgetPowerBarContainerFrame
8,VoiceChatChannelActivatedNotification
6,ClubFinderReportFrame
6,CoinPickupFrame
6,LowHealthFrame
6,ModelPreviewFrame
6,RatingMenuFrame
6,VoiceActivityManager
5,ChatFrame10EditBox
5,CovenantRenownToast
5,GameSmallHeaderTooltip
5,LFGEventFrame
5,LootHistoryDropDown
5,PVPRoleCheckPopup
5,RaidParentFrame
4,ArtifactLevelUpToast
4,AzeriteLevelUpToast
4,ChatFrame2EditBox
4,ChatFrame3EditBox
4,ChatFrame4EditBox
4,ChatFrame5EditBox
4,ChatFrame6EditBox
4,CustomGossipFrameManager
4,FloatingChatFrameManager
4,HonorLevelUpBanner
4,PrestigeLevelUpBanner
4,UnitPopupVoiceMicrophoneVolume
4,UnitPopupVoiceSpeakerVolume
4,UnitPopupVoiceUserVolume
3,BattlegroundChatFilters
3,ChatFrame4Tab
3,ChatFrame6Tab
3,ChatFrame7EditBox
3,ChatFrame8EditBox
3,ChatFrame9EditBox
3,ContainerFrame2
3,ContainerFrame3
3,ContainerFrame4
3,ContainerFrame5
3,CovenantChoiceToast
3,DestinyFrame
3,EventToastManagerSideDisplay
3,GameNoHeaderTooltip
3,ModelPanningFrame
3,ObjectiveTrackerWorldQuestRewardsFrame
3,PVPFramePopup
3,PVPMatchResultsNameDropDown
3,PetBattleUnitFrameDropDown
3,QuestInfoRequiredMoneyFrame
3,QuestInfoTimerFrame
3,ScenarioProvingGroundsBlockAnim
3,SecureStateDriverManager
2,ChatFrame10Tab
2,ChatFrame3Tab
2,ChatFrame5Tab
2,ChatFrame7Tab
2,ChatFrame8Tab
2,ChatFrame9Tab
2,ContainerFrame10
2,ContainerFrame11
2,ContainerFrame12
2,ContainerFrame6
2,ContainerFrame7
2,ContainerFrame8
2,ContainerFrame9
2,FolderPicker
2,GlobalFXDialogModelScene
2,PVPReadyPopup
2,RoleChangedFrame
2,WardrobeOutfitCheckAppearancesFrame
1,AlertFrameSystemsRegistrar
1,AzeriteIslandsToast
1,ChatBNPlayerDropDown
1,ChatChannelDropDown
1,ContainerFrame13
1,CustomizationDebugFrame
1,GlobalFXBackgroundModelScene
1,GlobalFXMediumModelScene
1,ObjectiveTrackerUIWidgetContainer
1,OpacityFrameCloseButton
1,PVPHelperFrame
1,PVPTimerFrame
1,QuestInfoSpecialObjectivesFrame
1,ScenarioTimerFrame
1,SecureHandlersUpdateFrame
1,SecureHoverDriverManager
1,StartSplash
1,TextToSpeechButtonFrame
1,TutorialFrameAlertButtonBadge
1,UIFrameManager
